"title","rating","duration","certificate","release_date","review_date","reviewer","url","release_year","release_month","sentiment","p_positive","p_negative"
"The Man in the Moon",2,99,"PG","1991-05-05","2006-05-05 09:00:00","Kim Newman"," https://www.empireonline.com/movies/man-moon-2/review/",1991,5,"pos",0.55,0.44
"Death Defying Acts",3,96,"PG","2008-08-08","2006-05-04 09:00:00","Anna Smith"," https://www.empireonline.com/movies/death-defying-acts/review/",2008,8,"neg",0.23,0.76
"Be Kind Rewind",3,100,"12A","2008-02-22","2006-05-04 09:00:00","Kim Newman"," https://www.empireonline.com/movies/kind-rewind/review/",2008,2,"pos",0.92,0.07
"Clash of the Titans",3,105,"12A","2010-04-02","2006-05-04 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/clash-titans/review/",2010,4,"pos",0.84,0.15
"Mission: Impossible III",3,126,"12A","2006-05-04","2006-04-29 09:00:00","Ian Nathan"," https://www.empireonline.com/movies/mission-impossible-iii/review/",2006,5,"neg",0.14,0.85
"Boss'n Up",1,88,"18","2006-04-28","2006-04-28 09:00:00","Kat Brown"," https://www.empireonline.com/movies/bossn/review/",2006,4,"pos",0.5,0.5
"Cannibal! The Musical",3,95,"18","1996-04-28","2006-04-28 09:00:00","Kim Newman"," https://www.empireonline.com/movies/cannibal-musical/review/",1996,4,"pos",0.89,0.1
"The Thief Lord",2,98,"PG","2006-05-26","2006-04-28 00:00:00","Jo Berry"," https://www.empireonline.com/movies/thief-lord/review/",2006,5,"pos",0.53,0.46
"Initial D: Driftracer",3,109,"12A","2006-05-12","2006-04-28 00:00:00","Justin Bowyer"," https://www.empireonline.com/movies/initial-d-driftracer/review/",2006,5,"pos",0.59,0.4
"The Wild",3,82,"U","2006-05-26","2006-04-28 00:00:00","Helen O'hara"," https://www.empireonline.com/movies/wild/review/",2006,5,"neg",0.49,0.5
"Time To Leave",3,81,"18","2006-05-12","2006-04-28 00:00:00","David Parkinson"," https://www.empireonline.com/movies/time-leave/review/",2006,5,"pos",0.58,0.41
"Down In the Valley",2,112,"15","2006-05-26","2006-04-28 00:00:00","Ian Nathan"," https://www.empireonline.com/movies/valley/review/",2006,5,"neg",0.4,0.59
"Prime",2,106,"12A","2006-05-12","2006-04-28 00:00:00","Anna Smith"," https://www.empireonline.com/movies/prime/review/",2006,5,"pos",0.58,0.41
"The Magician",3,86,"15","2006-05-05","2006-04-28 00:00:00","Dan Jolin"," https://www.empireonline.com/movies/magician-2/review/",2006,5,"pos",0.56,0.43
"Waiting...",2,94,"15","2006-05-19","2006-04-28 00:00:00","Olly Richards"," https://www.empireonline.com/movies/waiting/review/",2006,5,"neg",0.44,0.55
"Friends With Money",3,88,"15","2006-05-26","2006-04-28 00:00:00","Angie Errico"," https://www.empireonline.com/movies/friends-money/review/",2006,5,"pos",0.55,0.44
"Brick",4,110,"15","2006-05-12","2006-04-28 00:00:00","Damon Wise"," https://www.empireonline.com/movies/brick/review/",2006,5,"pos",0.5,0.5
"When A Stranger Calls",2,87,"15","2006-05-12","2006-04-28 00:00:00","Kim Newman"," https://www.empireonline.com/movies/stranger-calls/review/",2006,5,"neg",0.43,0.56
"The King",4,106,"15","2006-05-19","2006-04-28 00:00:00","Damon Wise"," https://www.empireonline.com/movies/king/review/",2006,5,"pos",0.56,0.43
"Star Trek VII: Generations",2,117,"PG","1994-04-27","2006-04-27 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/star-trek-vii-generations/review/",1994,4,"pos",0.6,0.39
"Sleepers",3,147,"18","1996-04-27","2006-04-27 09:00:00","Darren Bignell"," https://www.empireonline.com/movies/sleepers/review/",1996,4,"neg",0.24,0.75
"King Of Beggars",3,96,"12","1992-12-17","2006-04-25 09:00:00","William Thomas"," https://www.empireonline.com/movies/king-beggars/review/",1992,12,"pos",0.79,0.2
"The Devil & Daniel Johnston",4,110,"12A","2006-05-05","2006-04-25 00:00:00","Steve O'hagan"," https://www.empireonline.com/movies/devil-daniel-johnston/review/",2006,5,"pos",0.58,0.41
"Freedomland",2,113,"15","2006-04-28","2006-04-24 00:00:00","Angie Errigo"," https://www.empireonline.com/movies/freedomland/review/",2006,4,"pos",0.5,0.5
"Slither",4,96,"15","2006-04-28","2006-04-23 09:00:00","James Dyer"," https://www.empireonline.com/movies/slither/review/",2006,4,"neg",0.24,0.75
"A Year Without Love",3,97,"18","2006-04-28","2006-04-21 09:00:00","Patrick Peters"," https://www.empireonline.com/movies/year-without-love/review/",2006,4,"pos",0.61,0.38
"Bloom",2,113,"18","2006-03-27","2006-04-21 09:00:00","Alan Morrison"," https://www.empireonline.com/movies/bloom/review/",2006,3,"pos",0.62,0.37
"Tony Takitani",4,76,"U","2006-04-21","2006-04-21 09:00:00","David Parkinson"," https://www.empireonline.com/movies/tony-takitani/review/",2006,4,"pos",0.73,0.26
"16 Blocks",3,102,"12A","2006-04-28","2006-04-21 00:00:00","Simon Braund"," https://www.empireonline.com/movies/16-blocks/review/",2006,4,"pos",0.5,0.5
"American Dreamz",2,107,"12A","2006-04-21","2006-04-21 00:00:00","William Thomas"," https://www.empireonline.com/movies/american-dreamz/review/",2006,4,"pos",0.63,0.36
"The Hunt",4,115,"15","2012-11-30","2006-04-19 09:00:00","David Hughes"," https://www.empireonline.com/movies/hunt/review/",2012,11,"neg",0.47,0.52
"Gnomeo & Juliet",3,84,"U","2011-02-11","2006-04-19 09:00:00","David Hughes"," https://www.empireonline.com/movies/gnomeo-juliet/review/",2011,2,"pos",0.6,0.39
"La Ceremonie",4,112,"15","1996-03-08","2006-04-13 09:00:00","David Parkinson"," https://www.empireonline.com/movies/la-ceremonie/review/",1996,3,"pos",0.5,0.5
"Reeker",4,90,"18","2006-06-30","2006-04-12 09:00:00","Kim Newman"," https://www.empireonline.com/movies/reeker/review/",2006,6,"pos",0.5,0.5
"The Grudge 2",2,102,"15","2006-10-20","2006-04-12 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/grudge-2/review/",2006,10,"pos",0.58,0.41
"Offside",4,91,"PG","2006-06-09","2006-04-10 09:00:00","David Parkinson"," https://www.empireonline.com/movies/offside/review/",2006,6,"pos",0.5,0.5
"The Mistress Of Spices",2,96,"12A","2006-04-21","2006-04-07 09:00:00","Anna Smith"," https://www.empireonline.com/movies/mistress-spices/review/",2006,4,"neg",0.18,0.81
"The Hours and Times",3,55,"18","1991-04-06","2006-04-06 09:00:00","David Parkinson"," https://www.empireonline.com/movies/hours-times/review/",1991,4,"pos",0.55,0.44
"Don't Come Knocking",3,111,"15","2006-04-28","2006-04-04 09:00:00","Kim Newman"," https://www.empireonline.com/movies/come-knocking/review/",2006,4,"neg",0.38,0.61
"Things To Do Before You're 30",1,101,"15","2006-06-02","2006-04-04 00:00:00","Kat Brown"," https://www.empireonline.com/movies/things-re-30/review/",2006,6,"pos",0.52,0.47
"Twenty-Four Eyes",4,154,"U","2006-03-31","2006-03-31 09:00:00","Alan Morrison"," https://www.empireonline.com/movies/twenty-four-eyes/review/",2006,3,"pos",0.55,0.44
"The Moguls",2,96,"15","2006-04-28","2006-03-31 09:00:00","Dan Jolin"," https://www.empireonline.com/movies/moguls/review/",2006,4,"neg",0.25,0.74
"Happy Endings",3,128,"15","2006-03-29","2006-03-31 09:00:00","Damon Wise"," https://www.empireonline.com/movies/happy-endings/review/",2006,3,"pos",0.57,0.42
"Failure to Launch",3,96,"12A","2006-03-31","2006-03-31 09:00:00","Caroline Westbrook"," https://www.empireonline.com/movies/failure-launch/review/",2006,3,"neg",0.39,0.6
"The Discreet Charm Of The Bourgeoisie",5,101,"15","2012-06-29","2006-03-31 09:00:00","David Parkinson"," https://www.empireonline.com/movies/discreet-charm-bourgeoisie/review/",2012,6,"pos",0.83,0.16
"The Ballad of Jack and Rose",3,112,"15","2006-03-31","2006-03-31 09:00:00","Anna Smith"," https://www.empireonline.com/movies/ballad-jack-rose/review/",2006,3,"pos",0.88,0.11
"Eight Below",3,120,"PG","2006-04-20","2006-03-31 00:00:00","Simon Braund"," https://www.empireonline.com/movies/eight/review/",2006,4,"neg",0.48,0.51
"Fateless",3,140,"15","2006-05-05","2006-03-31 00:00:00","Steve O'hagan"," https://www.empireonline.com/movies/fateless/review/",2006,5,"pos",0.5,0.5
"An American Haunting",1,90,"15","2006-04-14","2006-03-31 00:00:00","Kim Newman"," https://www.empireonline.com/movies/american-haunting/review/",2006,4,"pos",0.71,0.28
"Unknown White Male",3,92,"12A","2006-04-07","2006-03-31 00:00:00","David Parkinson"," https://www.empireonline.com/movies/unknown-white-male/review/",2006,4,"pos",0.58,0.41
"She's The Man",2,105,"12A","2006-04-07","2006-03-31 00:00:00","Anna Smith"," https://www.empireonline.com/movies/man-5/review/",2006,4,"pos",0.52,0.47
"Rollin' With The Nines",2,96,"18","2006-04-21","2006-03-31 00:00:00","Nick De Semlyen"," https://www.empireonline.com/movies/rollin-nines/review/",2006,4,"neg",0.25,0.74
"Lost Embrace",3,100,"15","2006-04-28","2006-03-31 00:00:00","David Parkinson"," https://www.empireonline.com/movies/lost-embrace/review/",2006,4,"pos",0.53,0.46
"The Squid & The Whale",4,81,"15","2006-04-07","2006-03-31 00:00:00","Adam Smith"," https://www.empireonline.com/movies/squid-whale/review/",2006,4,"neg",0.2,0.79
"Tristan + Isolde",3,125,"12A","2006-04-21","2006-03-31 00:00:00","Will Lawrence"," https://www.empireonline.com/movies/tristan-isolde/review/",2006,4,"pos",0.5,0.5
"Pierrepoint",3,95,"15","2006-04-07","2006-03-31 00:00:00","David Hughes"," https://www.empireonline.com/movies/pierrepoint/review/",2006,4,"pos",0.5,0.5
"Confetti",3,104,"15","2006-05-05","2006-03-31 00:00:00","Angie Errigo"," https://www.empireonline.com/movies/confetti/review/",2006,5,"pos",0.5,0.5
"C.R.A.Z.Y.",4,127,"15","2006-04-21","2006-03-31 00:00:00","Liz Beardsworth"," https://www.empireonline.com/movies/crzy/review/",2006,4,"pos",0.5,0.5
"Rent",2,135,"12A","2006-04-07","2006-03-31 00:00:00","Angie Errigo"," https://www.empireonline.com/movies/rent/review/",2006,4,"neg",0.27,0.72
"The Dark",1,93,"15","2006-04-07","2006-03-31 00:00:00","Will Lawrence"," https://www.empireonline.com/movies/dark-2/review/",2006,4,"pos",0.59,0.4
"The Shaggy Dog",2,99,"U","2006-03-31","2006-03-31 00:00:00","Anna Smith"," https://www.empireonline.com/movies/shaggy-dog/review/",2006,3,"neg",0.29,0.7
"Alien Autopsy",3,95,"12A","2006-04-07","2006-03-31 00:00:00","Jo Berry"," https://www.empireonline.com/movies/alien-autopsy/review/",2006,4,"pos",0.66,0.33
"Welcome To Sarajevo",4,107,"15","1997-02-03","2006-02-03 09:00:00","Ian Nathan"," https://www.empireonline.com/movies/welcome-sarajevo/review/",1997,2,"pos",0.77,0.22
"Wolf",3,125,"15","1994-02-03","2006-02-03 09:00:00","Kim Newman"," https://www.empireonline.com/movies/wolf/review/",1994,2,"pos",0.59,0.4
"True Romance",4,120,"18","1993-02-02","2006-02-02 09:00:00","Rob Fraser"," https://www.empireonline.com/movies/true-romance/review/",1993,2,"pos",0.7,0.29
"Twin Peaks: Fire Walk With Me",4,135,"18","1992-02-02","2006-02-02 09:00:00","Jeff Dawson"," https://www.empireonline.com/movies/twin-peaks-fire-walk/review/",1992,2,"neg",0.38,0.61
"Tombstone",2,116,"18","1994-02-02","2006-02-02 09:00:00","Matt Mueller"," https://www.empireonline.com/movies/tombstone/review/",1994,2,"neg",0.3,0.7
"Traffic",5,147,"18","2001-02-02","2006-02-02 09:00:00","Colin Kennedy"," https://www.empireonline.com/movies/traffic/review/",2001,2,"pos",0.58,0.41
"Three Colours: Blue",5,98,"15","1993-01-27","2006-01-27 09:00:00","Marcus Trower"," https://www.empireonline.com/movies/three-colours-blue/review/",1993,1,"pos",0.94,0.05
"Lady Vengeance",3,114,"18","2006-02-10","2006-01-27 09:00:00","David Parkinson"," https://www.empireonline.com/movies/lady-vengeance/review/",2006,2,"neg",0.32,0.67
"Sphere",3,133,"15","2006-01-27","2006-01-27 09:00:00","Jeff Dawson"," https://www.empireonline.com/movies/sphere/review/",2006,1,"neg",0.08,0.91
"Thelma and Louise",5,130,"15","1991-01-27","2006-01-27 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/thelma-louise/review/",1991,1,"pos",0.79,0.2
"Three Colours: Red",4,96,"15","1994-01-27","2006-01-27 09:00:00","Steve Beard"," https://www.empireonline.com/movies/three-colours-red/review/",1994,1,"pos",0.94,0.05
"Three Colours: White",4,91,"15","1994-01-27","2006-01-27 09:00:00","Steve Beard"," https://www.empireonline.com/movies/three-colours-white/review/",1994,1,"pos",0.95,0.04
"Species",3,104,"18","1995-01-27","2006-01-27 09:00:00","Ian Nathan"," https://www.empireonline.com/movies/species/review/",1995,1,"neg",0.39,0.6
"Chicken Little",3,81,"U","2006-02-10","2006-01-27 09:00:00","Olly Richards"," https://www.empireonline.com/movies/chicken-little/review/",2006,2,"pos",0.54,0.45
"The Little Polar Bear 2",2,81,"U","2006-02-10","2006-01-27 00:00:00","Anna Smith"," https://www.empireonline.com/movies/little-polar-bear-2/review/",2006,2,"neg",0.48,0.51
"These Foolish Things",1,107,"15","2006-03-10","2006-01-27 00:00:00","Kat Brown"," https://www.empireonline.com/movies/foolish-things/review/",2006,3,"neg",0.45,0.54
"Fate",3,119,"15","2006-02-03","2006-01-27 00:00:00","David Parkinson"," https://www.empireonline.com/movies/fate/review/",2006,2,"pos",0.61,0.38
"Pulse (Kairo)",3,119,"15","2006-02-03","2006-01-27 00:00:00","Kim Newman"," https://www.empireonline.com/movies/pulse-kairo/review/",2006,2,"neg",0.28,0.71
"Pavee Lackeen (Traveller Girl)",3,88,"15","2006-02-17","2006-01-27 00:00:00","David Parkinson"," https://www.empireonline.com/movies/pavee-lackeen-traveller-girl/review/",2006,2,"neg",0.23,0.76
"Aeon Flux",1,93,"15","2006-02-17","2006-01-27 00:00:00","Kim Newman"," https://www.empireonline.com/movies/aeon-flux/review/",2006,2,"pos",0.5,0.5
"The Ice Harvest",2,88,"15","2006-02-03","2006-01-27 00:00:00","Adam Smith"," https://www.empireonline.com/movies/ice-harvest/review/",2006,2,"neg",0.36,0.63
"The Fog (2005)",1,100,"15","2006-02-24","2006-01-27 00:00:00","Simon Crook"," https://www.empireonline.com/movies/fog-2005/review/",2006,2,"neg",0.4,0.59
"Derailed",2,107,"15","2006-02-03","2006-01-27 00:00:00","Anna Smith"," https://www.empireonline.com/movies/derailed/review/",2006,2,"pos",0.5,0.5
"Proof",3,100,"12A","2006-02-10","2006-01-27 00:00:00","Anna Smith"," https://www.empireonline.com/movies/proof-2/review/",2006,2,"pos",0.55,0.44
"Grizzly Man",5,104,"15","2006-02-03","2006-01-27 00:00:00","Dan Jolin"," https://www.empireonline.com/movies/grizzly-man/review/",2006,2,"pos",0.53,0.46
"Imagine Me And You",2,94,"12A","2006-06-16","2006-01-27 00:00:00","Liz Beardsworth"," https://www.empireonline.com/movies/imagine/review/",2006,6,"neg",0.48,0.51
"Casanova",2,112,"12A","2006-02-17","2006-01-27 00:00:00","Dan Jolin"," https://www.empireonline.com/movies/casanova-2/review/",2006,2,"neg",0.41,0.58
"North Country",2,126,"15","2006-02-03","2006-01-27 00:00:00","Angie Errigo"," https://www.empireonline.com/movies/north-country/review/",2006,2,"pos",0.73,0.26
"Walk The Line",4,136,"12A","2006-02-03","2006-01-27 00:00:00","Colin Kennedy"," https://www.empireonline.com/movies/walk-line/review/",2006,2,"neg",0.47,0.52
"Capote",5,114,"15","2006-02-24","2006-01-27 00:00:00","Kim Newman"," https://www.empireonline.com/movies/capote/review/",2006,2,"neg",0.16,0.83
"Sleepless In Seattle",4,105,"PG","1993-01-26","2006-01-26 09:00:00","Mark Salisbury"," https://www.empireonline.com/movies/sleepless-seattle/review/",1993,1,"pos",0.77,0.22
"Singles",4,99,"12","1993-01-26","2006-01-26 09:00:00","Chris Heath"," https://www.empireonline.com/movies/singles/review/",1993,1,"neg",0.3,0.7
"The New World",4,150,"12A","2006-01-27","2006-01-26 00:00:00","Ian Freer"," https://www.empireonline.com/movies/new-world/review/",2006,1,"pos",0.63,0.36
"Year Of The Dog",3,97,"PG","2007-08-31","2006-01-24 09:00:00","Helen O'hara"," https://www.empireonline.com/movies/year-dog/review/",2007,8,"neg",0.43,0.56
"Mary Shelley's Frankenstein",3,123,"15","1994-01-20","2006-01-20 09:00:00","Angie Errigo"," https://www.empireonline.com/movies/mary-shelley-frankenstein/review/",1994,1,"neg",0.48,0.51
"Underworld: Evolution",1,107,"15","2006-01-20","2006-01-20 00:00:00","James Dyer"," https://www.empireonline.com/movies/underworld-evolution/review/",2006,1,"neg",0.46,0.53
"Princess Mononoke",4,134,"PG","1997-01-20","2006-01-18 09:00:00","Mark Dinning"," https://www.empireonline.com/movies/princess-mononoke/review/",1997,1,"pos",0.76,0.23
"Ultraviolet",1,87,"15","2006-06-23","2006-01-16 00:00:00","James Dyer"," https://www.empireonline.com/movies/ultraviolet/review/",2006,6,"pos",0.75,0.24
"Piranha 3D",3,88,"18","2010-08-20","2006-01-12 09:00:00","Kim Newman"," https://www.empireonline.com/movies/piranha-3d/review/",2010,8,"pos",0.5,0.5
"Hostel: Part II",2,94,"18","2007-06-29","2006-01-10 09:00:00","Simon Crook"," https://www.empireonline.com/movies/hostel-part-ii/review/",2007,6,"pos",0.52,0.47
"Meet Joe Black",3,170,"PG","1999-01-06","2006-01-06 09:00:00","Ian Nathan"," https://www.empireonline.com/movies/meet-joe-black/review/",1999,1,"pos",0.65,0.34
"Men With Guns",4,127,"15","1998-01-06","2006-01-06 09:00:00","Ian Freer"," https://www.empireonline.com/movies/men-guns/review/",1998,1,"pos",0.51,0.48
"Ocean's Thirteen",4,122,"PG","2007-06-08","2006-01-04 09:00:00","Chris Hewitt"," https://www.empireonline.com/movies/ocean-thirteen/review/",2007,6,"pos",0.77,0.22
"Jersey Girl",2,102,"12A","2003-11-03","2006-01-03 09:00:00","Olly Richards"," https://www.empireonline.com/movies/jersey-girl-2/review/",2003,11,"neg",0.35,0.64
"Indecent Proposal",3,117,"15","1993-07-03","2006-01-03 09:00:00","Philip Thomas"," https://www.empireonline.com/movies/indecent-proposal/review/",1993,7,"pos",0.59,0.4
"Frozen",3,90,"15","2006-01-27","2006-01-02 09:00:00","Anna Smith"," https://www.empireonline.com/movies/frozen/review/",2006,1,"pos",0.5,0.5
"Hidden (Cache)",4,104,"15","2006-01-27","2006-01-02 09:00:00","David Parkinson"," https://www.empireonline.com/movies/hidden-cache/review/",2006,1,"pos",0.76,0.23
"A Bittersweet Life",4,120,"18","2006-01-27","2006-01-02 09:00:00","Sam Toy"," https://www.empireonline.com/movies/bittersweet-life/review/",2006,1,"pos",0.94,0.05
"Rumour Has It...",2,97,"12A","2006-01-27","2006-01-02 09:00:00","Olly Richards"," https://www.empireonline.com/movies/rumour/review/",2006,1,"pos",0.51,0.48
"Shopgirl",3,104,"15","2006-01-20","2006-01-02 09:00:00","Caroline Westbrook"," https://www.empireonline.com/movies/shopgirl/review/",2006,1,"pos",0.75,0.24
"A Cock And Bull Story",4,94,"15","2006-01-20","2006-01-02 09:00:00","Kim Newman"," https://www.empireonline.com/movies/cock-bull-story/review/",2006,1,"pos",0.59,0.4
"The Matador",4,97,"15","2006-03-03","2006-01-02 00:00:00","Ian Nathan"," https://www.empireonline.com/movies/matador/review/",2006,3,"pos",0.83,0.16
"Apollo 13",5,140,"PG","1995-09-22","2006-01-01 09:00:00","Mark Salisbury"," https://www.empireonline.com/movies/apollo-13/review/",1995,9,"pos",0.5,0.5
"Invincible",2,133,"12","2002-03-29","2006-01-01 09:00:00","Patrick Peters"," https://www.empireonline.com/movies/invincible/review/",2002,3,"pos",0.72,0.27
"Munich",5,160,"15","2006-01-27","2006-01-01 09:00:00","Ian Nathan"," https://www.empireonline.com/movies/munich/review/",2006,1,"pos",0.5,0.5
"The Adventures Of Greyfriars Bobby",3,105,"PG","2006-02-10","2006-01-01 00:00:00","Helen O'hara"," https://www.empireonline.com/movies/adventures-greyfriars-bobby/review/",2006,2,"pos",0.69,0.3
